day,symbol,scenario,bias,entry_time_utc,pnl_R,events
2023-04-24,SPXUSD,2,bearish,2023-04-24 14:14:00+00:00,0.0,STOP@2023-04-24 14:14:00+00:00
2023-04-25,SPXUSD,2,bullish,2023-04-25 14:17:00+00:00,0.23897389739015198,TP1@2023-04-25 14:18:00+00:00 | TP1@2023-04-25 14:19:00+00:00
2023-05-03,SPXUSD,2,bearish,2023-05-03 15:43:00+00:00,0.0,STOP@2023-05-03 18:00:00+00:00
2023-05-09,NSXUSD,2,bullish,2023-05-09 14:56:00+00:00,0.12178262846748114,TP1@2023-05-09 14:57:00+00:00 | TP1@2023-05-09 14:58:00+00:00
2023-05-11,NSXUSD,1,bullish,2023-05-11 19:00:00+00:00,0.0,STOP@2023-05-11 19:00:00+00:00
2023-05-17,SPXUSD,2,bullish,2023-05-17 15:05:00+00:00,0.0,STOP@2023-05-17 15:05:00+00:00
2023-05-25,SPXUSD,2,bearish,2023-05-25 14:09:00+00:00,0.0,STOP@2023-05-25 14:09:00+00:00
2023-05-29,NSXUSD,2,bullish,2023-05-29 13:49:00+00:00,0.0,STOP@2023-05-29 13:49:00+00:00
2023-05-30,SPXUSD,1,bullish,2023-05-30 15:06:00+00:00,0.0,STOP@2023-05-30 15:06:00+00:00
2023-05-30,SPXUSD,2,bearish,2023-05-30 13:44:00+00:00,0.0,STOP@2023-05-30 13:44:00+00:00
2023-05-31,NSXUSD,2,bullish,2023-05-31 15:03:00+00:00,0.0,STOP@2023-05-31 15:14:00+00:00
2023-06-12,SPXUSD,2,bearish,2023-06-12 13:49:00+00:00,0.0,STOP@2023-06-12 13:49:00+00:00
2023-06-16,SPXUSD,2,bearish,2023-06-16 20:00:00+00:00,0.0,
2023-06-23,NSXUSD,2,bullish,2023-06-23 17:25:00+00:00,0.2044582043343725,TP1@2023-06-23 17:33:00+00:00 | TP1@2023-06-23 17:42:00+00:00
2023-06-28,NSXUSD,2,bullish,2023-06-28 15:38:00+00:00,0.0,
2023-07-03,SPXUSD,1,bullish,2023-07-03 14:38:00+00:00,0.0,STOP@2023-07-03 14:41:00+00:00
2023-07-06,NSXUSD,2,bullish,2023-07-06 14:18:00+00:00,0.0,STOP@2023-07-06 14:30:00+00:00
2023-07-07,NSXUSD,1,bearish,2023-07-07 13:42:00+00:00,0.33353186420491227,TP1@2023-07-07 13:43:00+00:00 | TP1@2023-07-07 13:46:00+00:00
2023-07-07,NSXUSD,2,bullish,2023-07-07 18:01:00+00:00,0.0,
2023-07-13,SPXUSD,2,bearish,2023-07-13 13:49:00+00:00,0.0,STOP@2023-07-13 13:49:00+00:00
2023-07-14,SPXUSD,1,bullish,2023-07-14 13:45:00+00:00,1.0020325203256184,TP1@2023-07-14 13:51:00+00:00 | TP1@2023-07-14 13:52:00+00:00
2023-07-19,SPXUSD,2,bearish,2023-07-19 18:08:00+00:00,0.0,STOP@2023-07-19 18:08:00+00:00
2023-07-21,SPXUSD,2,bearish,2023-07-21 15:00:00+00:00,0.0,STOP@2023-07-21 19:00:00+00:00
2023-07-24,SPXUSD,2,bearish,2023-07-24 14:23:00+00:00,0.0,STOP@2023-07-24 14:23:00+00:00
2023-07-27,SPXUSD,2,bearish,2023-07-27 13:54:00+00:00,1.288187764524721,TP1@2023-07-27 15:08:00+00:00 | TP1@2023-07-27 15:09:00+00:00
2023-08-01,NSXUSD,2,bullish,2023-08-01 18:05:00+00:00,0.0,
2023-08-03,NSXUSD,1,bearish,2023-08-03 13:56:00+00:00,0.0,STOP@2023-08-03 13:56:00+00:00
2023-08-09,SPXUSD,2,bearish,2023-08-09 13:41:00+00:00,0.0,STOP@2023-08-09 13:41:00+00:00
2023-08-16,SPXUSD,2,bearish,2023-08-16 13:53:00+00:00,1.0,TP1@2023-08-16 13:57:00+00:00 | TP1@2023-08-16 13:58:00+00:00
2023-08-17,SPXUSD,2,bearish,2023-08-17 14:02:00+00:00,0.0,STOP@2023-08-17 14:02:00+00:00
2023-08-18,NSXUSD,2,bullish,2023-08-18 14:00:00+00:00,0.0,STOP@2023-08-18 14:27:00+00:00
2023-08-23,SPXUSD,1,bullish,2023-08-23 14:28:00+00:00,1.8067246649421802,TP1@2023-08-23 14:45:00+00:00 | TP1@2023-08-23 14:47:00+00:00
2023-08-25,SPXUSD,2,bearish,2023-08-25 13:50:00+00:00,0.0,STOP@2023-08-25 13:50:00+00:00
2023-08-28,SPXUSD,2,bearish,2023-08-28 13:47:00+00:00,0.0,STOP@2023-08-28 13:47:00+00:00
2023-08-30,NSXUSD,2,bullish,2023-08-30 14:57:00+00:00,0.0,STOP@2023-08-30 15:24:00+00:00
2023-09-01,SPXUSD,2,bearish,2023-09-01 14:36:00+00:00,0.9774193548385808,TP1@2023-09-01 14:40:00+00:00 | TP1@2023-09-01 14:41:00+00:00
2023-09-05,SPXUSD,1,bullish,2023-09-05 13:34:00+00:00,0.0,STOP@2023-09-05 13:34:00+00:00
2023-09-06,NSXUSD,2,bullish,2023-09-06 13:53:00+00:00,0.0,STOP@2023-09-06 14:13:00+00:00
2023-09-14,SPXUSD,1,bullish,2023-09-14 13:51:00+00:00,0.0,STOP@2023-09-14 13:51:00+00:00
2023-09-14,SPXUSD,1,bullish,2023-09-14 13:51:00+00:00,0.0,STOP@2023-09-14 13:51:00+00:00
2023-09-27,SPXUSD,2,bearish,2023-09-27 15:52:00+00:00,1.0,TP1@2023-09-27 18:17:00+00:00 | TP1@2023-09-27 18:18:00+00:00
2023-09-28,NSXUSD,2,bullish,2023-09-28 16:24:00+00:00,1.0,TP1@2023-09-28 16:53:00+00:00 | TP1@2023-09-28 16:54:00+00:00
2023-09-29,SPXUSD,2,bearish,2023-09-29 14:06:00+00:00,0.0,STOP@2023-09-29 14:06:00+00:00
2023-10-02,NSXUSD,2,bullish,2023-10-02 14:34:00+00:00,1.0,TP1@2023-10-02 14:44:00+00:00 | TP1@2023-10-02 14:45:00+00:00
2023-10-04,SPXUSD,2,bearish,2023-10-04 13:54:00+00:00,0.0,STOP@2023-10-04 13:54:00+00:00
2023-10-09,NSXUSD,2,bullish,2023-10-09 13:54:00+00:00,0.791684711996621,TP1@2023-10-09 14:00:00+00:00 | TP1@2023-10-09 14:01:00+00:00
2023-10-18,NSXUSD,2,bullish,2023-10-18 14:05:00+00:00,0.0,STOP@2023-10-18 14:05:00+00:00
2023-10-19,SPXUSD,2,bearish,2023-10-19 15:29:00+00:00,0.12888830555191116,TP1@2023-10-19 15:30:00+00:00 | TP1@2023-10-19 15:31:00+00:00
2023-10-24,SPXUSD,2,bearish,2023-10-24 13:45:00+00:00,0.0,STOP@2023-10-24 13:45:00+00:00
2023-10-25,NSXUSD,2,bullish,2023-10-25 13:49:00+00:00,0.0,STOP@2023-10-25 13:55:00+00:00
2023-11-01,SPXUSD,2,bearish,2023-11-01 15:12:00+00:00,1.0,TP1@2023-11-01 16:17:00+00:00 | TP1@2023-11-01 16:18:00+00:00
2023-11-08,SPXUSD,2,bearish,2023-11-08 15:01:00+00:00,0.0,STOP@2023-11-08 15:01:00+00:00
2023-11-16,SPXUSD,2,bearish,2023-11-16 14:49:00+00:00,0.0,STOP@2023-11-16 14:49:00+00:00
2023-11-17,NSXUSD,2,bullish,2023-11-17 17:02:00+00:00,0.9999999999999591,TP1@2023-11-17 19:05:00+00:00 | TP1@2023-11-17 19:06:00+00:00
2023-11-22,SPXUSD,2,bearish,2023-11-22 14:51:00+00:00,1.8376753507015449,TP1@2023-11-22 14:53:00+00:00 | TP1@2023-11-22 14:54:00+00:00
2023-11-28,NSXUSD,2,bullish,2023-11-28 14:48:00+00:00,0.0,STOP@2023-11-28 14:51:00+00:00
2023-11-29,SPXUSD,2,bearish,2023-11-29 15:19:00+00:00,1.0,TP1@2023-11-29 16:29:00+00:00 | TP1@2023-11-29 16:30:00+00:00
2023-12-12,NSXUSD,2,bullish,2023-12-12 19:35:00+00:00,0.0,
2023-12-13,SPXUSD,2,bearish,2023-12-13 14:39:00+00:00,0.0,STOP@2023-12-13 14:39:00+00:00
2023-12-14,SPXUSD,2,bearish,2023-12-14 15:02:00+00:00,0.0,STOP@2023-12-14 15:02:00+00:00
2024-01-18,SPXUSD,1,bullish,2024-01-18 15:12:00+00:00,0.0,STOP@2024-01-18 15:20:00+00:00
2024-01-26,SPXUSD,2,bearish,2024-01-26 14:51:00+00:00,0.0,STOP@2024-01-26 14:59:00+00:00
2024-01-29,SPXUSD,2,bearish,2024-01-29 14:44:00+00:00,0.0,STOP@2024-01-29 14:44:00+00:00
2024-02-12,SPXUSD,2,bearish,2024-02-12 14:41:00+00:00,0.0,STOP@2024-02-12 14:41:00+00:00
2024-02-22,SPXUSD,2,bearish,2024-02-22 14:52:00+00:00,0.0,STOP@2024-02-22 14:52:00+00:00
2024-02-23,SPXUSD,2,bearish,2024-02-23 15:50:00+00:00,1.0,TP1@2024-02-23 16:04:00+00:00 | TP1@2024-02-23 16:05:00+00:00
2024-03-06,SPXUSD,1,bullish,2024-03-06 15:58:00+00:00,0.4965480616038451,TP1@2024-03-06 16:01:00+00:00 | TP1@2024-03-06 16:02:00+00:00
2024-03-06,SPXUSD,1,bullish,2024-03-06 15:58:00+00:00,0.4965480616038451,TP1@2024-03-06 16:01:00+00:00 | TP1@2024-03-06 16:02:00+00:00
2024-03-08,SPXUSD,2,bearish,2024-03-08 17:50:00+00:00,1.0,TP1@2024-03-08 18:36:00+00:00 | TP1@2024-03-08 18:37:00+00:00
2024-03-12,SPXUSD,2,bearish,2024-03-12 14:39:00+00:00,0.0,STOP@2024-03-12 14:39:00+00:00
2024-03-27,SPXUSD,2,bearish,2024-03-27 14:43:00+00:00,0.0,STOP@2024-03-27 14:43:00+00:00
2024-04-03,SPXUSD,2,bearish,2024-04-03 13:49:00+00:00,0.5200534759356614,TP1@2024-04-03 13:50:00+00:00 | TP1@2024-04-03 13:51:00+00:00
2024-04-04,SPXUSD,2,bearish,2024-04-04 16:12:00+00:00,0.0,STOP@2024-04-04 16:12:00+00:00
2024-04-09,SPXUSD,2,bearish,2024-04-09 15:27:00+00:00,1.0,TP1@2024-04-09 15:30:00+00:00 | TP1@2024-04-09 15:31:00+00:00
2024-04-15,SPXUSD,2,bearish,2024-04-15 15:07:00+00:00,0.0,STOP@2024-04-15 15:07:00+00:00
2024-04-16,SPXUSD,2,bearish,2024-04-16 13:56:00+00:00,0.0,STOP@2024-04-16 13:56:00+00:00
2024-04-17,SPXUSD,1,bullish,2024-04-17 13:46:00+00:00,0.0,STOP@2024-04-17 13:46:00+00:00
2024-04-22,SPXUSD,2,bearish,2024-04-22 13:45:00+00:00,0.0,STOP@2024-04-22 13:45:00+00:00
2024-04-23,SPXUSD,2,bearish,2024-04-23 13:48:00+00:00,0.0,STOP@2024-04-23 13:48:00+00:00
2024-05-02,SPXUSD,2,bearish,2024-05-02 13:55:00+00:00,0.0,STOP@2024-05-02 13:55:00+00:00
2024-05-03,SPXUSD,2,bearish,2024-05-03 15:12:00+00:00,0.0,STOP@2024-05-03 16:42:00+00:00
2024-05-07,SPXUSD,2,bearish,2024-05-07 13:51:00+00:00,0.0,STOP@2024-05-07 13:51:00+00:00
2024-05-10,SPXUSD,1,bullish,2024-05-10 14:25:00+00:00,0.0,STOP@2024-05-10 14:30:00+00:00
2024-05-13,SPXUSD,2,bearish,2024-05-13 14:34:00+00:00,1.0,TP1@2024-05-13 14:40:00+00:00 | TP1@2024-05-13 14:41:00+00:00
2024-05-24,SPXUSD,2,bearish,2024-05-24 13:45:00+00:00,0.0,STOP@2024-05-24 13:45:00+00:00
2024-05-31,SPXUSD,2,bearish,2024-05-31 14:03:00+00:00,0.0,STOP@2024-05-31 14:03:00+00:00
2024-07-04,SPXUSD,2,bearish,2024-07-04 13:49:00+00:00,0.0,STOP@2024-07-04 13:52:00+00:00
2024-07-08,SPXUSD,2,bearish,2024-07-08 13:44:00+00:00,0.0,STOP@2024-07-08 13:44:00+00:00
2024-07-12,SPXUSD,2,bearish,2024-07-12 14:18:00+00:00,0.0,STOP@2024-07-12 14:18:00+00:00
2024-07-30,SPXUSD,2,bearish,2024-07-30 16:00:00+00:00,1.0,TP1@2024-07-30 16:06:00+00:00 | TP1@2024-07-30 16:39:00+00:00
2024-07-31,SPXUSD,2,bearish,2024-07-31 14:30:00+00:00,0.0,STOP@2024-07-31 14:30:00+00:00
2024-08-14,SPXUSD,2,bearish,2024-08-14 14:55:00+00:00,0.7754780208950628,TP1@2024-08-14 15:11:00+00:00 | TP1@2024-08-14 15:12:00+00:00
2024-08-23,SPXUSD,2,bearish,2024-08-23 14:30:00+00:00,0.0,STOP@2024-08-23 14:30:00+00:00
2024-08-30,SPXUSD,1,bullish,2024-08-30 14:21:00+00:00,0.0,STOP@2024-08-30 14:30:00+00:00
2024-09-13,SPXUSD,2,bearish,2024-09-13 13:59:00+00:00,0.0,STOP@2024-09-13 13:59:00+00:00
2024-09-18,SPXUSD,2,bearish,2024-09-18 14:08:00+00:00,0.0,STOP@2024-09-18 14:12:00+00:00
2024-09-26,SPXUSD,1,bullish,2024-09-26 13:52:00+00:00,0.0,STOP@2024-09-26 13:54:00+00:00
2024-09-26,SPXUSD,2,bearish,2024-09-26 14:30:00+00:00,0.0,STOP@2024-09-26 14:30:00+00:00
2024-10-17,SPXUSD,2,bearish,2024-10-17 16:04:00+00:00,0.0,STOP@2024-10-17 17:02:00+00:00
2024-10-18,SPXUSD,2,bearish,2024-10-18 13:39:00+00:00,0.0,STOP@2024-10-18 13:39:00+00:00
2024-10-22,SPXUSD,1,bullish,2024-10-22 13:34:00+00:00,0.0,STOP@2024-10-22 13:34:00+00:00
2024-10-24,SPXUSD,1,bullish,2024-10-24 14:06:00+00:00,0.0,STOP@2024-10-24 14:22:00+00:00
2024-10-29,SPXUSD,2,bearish,2024-10-29 14:46:00+00:00,0.0,STOP@2024-10-29 14:46:00+00:00
2024-11-06,SPXUSD,1,bullish,2024-11-06 17:48:00+00:00,0.07071064552659634,TP1@2024-11-06 18:02:00+00:00 | TP1@2024-11-06 18:03:00+00:00
2024-11-06,SPXUSD,1,bullish,2024-11-06 17:48:00+00:00,0.07071064552659634,TP1@2024-11-06 18:02:00+00:00 | TP1@2024-11-06 18:03:00+00:00
2024-11-25,SPXUSD,2,bearish,2024-11-25 17:21:00+00:00,0.0,
2024-11-26,SPXUSD,1,bullish,2024-11-26 14:45:00+00:00,0.9197761194028911,TP1@2024-11-26 14:50:00+00:00 | TP1@2024-11-26 14:51:00+00:00
2024-12-06,SPXUSD,2,bearish,2024-12-06 14:40:00+00:00,0.0,STOP@2024-12-06 14:40:00+00:00
2024-12-10,SPXUSD,2,bearish,2024-12-10 18:58:00+00:00,1.0,TP1@2024-12-10 20:08:00+00:00 | TP1@2024-12-10 20:10:00+00:00
2024-12-20,SPXUSD,2,bullish,2024-12-20 15:32:00+00:00,0.0,
